Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Fructose and mannose metabolism Homo sapiens hsa00051	2/32	0.009098672258134705	1.0	0	0	13.888888888888891	65.27259419172344	TSTA3;TPI1
KEGG_2016	Base excision repair Homo sapiens hsa03410	2/33	0.009657556623925782	1.0	0	0	13.468013468013467	62.491779127725174	MPG;HMGB1
KEGG_2016	Spliceosome Homo sapiens hsa03040	3/134	0.0226352325262524	1.0	0	0	4.975124378109453	18.84700311086593	SNRPD1;HNRNPU;SNRPF
KEGG_2016	Long-term potentiation Homo sapiens hsa04720	2/66	0.035663561834199595	1.0	0	0	6.7340067340067336	22.44865850744184	PPP3CA;RAP1A
KEGG_2016	p53 signaling pathway Homo sapiens hsa04115	2/69	0.03867071802832228	1.0	0	0	6.4412238325281805	20.951192305558934	SHISA5;RCHY1
KEGG_2016	Viral carcinogenesis Homo sapiens hsa05203	3/205	0.06525717244723361	1.0	0	0	3.252032520325204	8.876160378072877	GTF2A2;CDKN1B;BAK1
KEGG_2016	Nitrogen metabolism Homo sapiens hsa00910	1/17	0.07383520219328693	1.0	0	0	13.071895424836605	34.06430936748283	GLUD1
KEGG_2016	Glucagon signaling pathway Homo sapiens hsa04922	2/101	0.0759746888867694	1.0	0	0	4.400440044004402	11.341496304201648	PPP3CA;SMEK1
KEGG_2016	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate Homo sapiens hsa00532	1/20	0.0862933855050247	1.0	0	0	11.111111111111114	27.222248102165338	B4GALT7
KEGG_2016	Arginine biosynthesis Homo sapiens hsa00220	1/20	0.0862933855050247	1.0	0	0	11.111111111111114	27.222248102165338	GLUD1
KEGG_2016	Carbon metabolism Homo sapiens hsa01200	2/113	0.09202056174579372	1.0	0	0	3.9331366764995086	9.383454197317583	GLUD1;TPI1
KEGG_2016	Terpenoid backbone biosynthesis Homo sapiens hsa00900	1/22	0.09450662760956516	1.0	0	0	10.101010101010102	23.829144580880023	FDPS
KEGG_2016	Proximal tubule bicarbonate reclamation Homo sapiens hsa04964	1/23	0.0985858279282814	1.0	0	0	9.661835748792269	22.38480928196147	GLUD1
KEGG_2016	Glycosaminoglycan biosynthesis - heparan sulfate / heparin Homo sapiens hsa00534	1/24	0.10264685505345644	1.0	0	0	9.25925925925926	21.07834049589231	B4GALT7
KEGG_2016	Platelet activation Homo sapiens hsa04611	2/122	0.10464238544576876	1.0	0	0	3.642987249544627	8.222974844596992	RAP1A;RASGRP2
KEGG_2016	MAPK signaling pathway Homo sapiens hsa04010	3/255	0.10777348120245778	1.0	0	0	2.6143790849673203	5.8241141196010435	PPP3CA;RAP1A;RASGRP2
